cust_id,transformer_id,timestamp,kw_usage,voltage,current,pf,short_circuit,meter_reset,meter_reverse,transformer_total
CUST0001,T1,2025-12-29 07:02:55.727415,2.0605964013769342,228.2051940143768,1.7561149189769567,0.7777753744076732,0,0,0,60.0
CUST0001,T1,2025-12-29 07:17:55.727415,2.275542965908825,210.8367724067968,2.068497391208355,0.7672430963303866,0,0,0,60.0
CUST0001,T1,2025-12-29 07:32:55.727415,1.8471067461774624,221.5277240822153,1.9195162045328595,0.8189029561405399,0,0,0,60.0
CUST0001,T1,2025-12-29 07:47:55.727415,1.7454371365065384,209.6429037270016,1.786221351223511,0.8145321502309111,0,0,0,60.0
CUST0001,T1,2025-12-29 08:02:55.727415,1.7182814834529316,210.62114083018,2.029909773172171,0.8105649212217751,0,0,0,60.0
CUST0001,T1,2025-12-29 08:17:55.727415,1.7330223123849486,227.79792678664555,2.3436249206472946,0.8627236068862592,0,0,0,60.0
CUST0001,T1,2025-12-29 08:32:55.727415,1.8807640274952155,224.5869813506648,2.333762309117595,0.8333173567326492,0,0,0,60.0
CUST0001,T1,2025-12-29 08:47:55.727415,1.964414764341365,218.80156217156664,2.13551333277259,0.7645946051010691,0,0,0,60.0
CUST0001,T1,2025-12-29 09:02:55.727415,1.95152252924404,209.6729124165128,1.6575168078544829,0.8968399509609093,0,0,0,60.0
CUST0001,T1,2025-12-29 09:17:55.727415,2.061621019185241,215.94675485253293,1.825513159674788,0.8034943348908364,0,0,0,60.0
CUST0001,T1,2025-12-29 09:32:55.727415,1.8987847477536173,215.86619817767024,1.739595997920319,0.8655374075787192,0,0,0,60.0
CUST0001,T1,2025-12-29 09:47:55.727415,2.1868911848094994,220.40317382353263,2.4633307175959107,0.943337326110495,0,0,0,60.0
CUST0001,T1,2025-12-29 10:02:55.727415,1.843253002730445,219.4044469380376,2.149960788898177,0.8573381498577853,0,0,0,60.0
CUST0001,T1,2025-12-29 10:17:55.727415,2.44021820269596,233.22236139228016,1.884894322866116,0.8640563287762059,0,0,0,60.0
CUST0001,T1,2025-12-29 10:32:55.727415,2.0213178389310373,220.24789833243463,2.105361806731703,0.9450165630827568,0,0,0,60.0
CUST0001,T1,2025-12-29 10:47:55.727415,1.7247528580947795,211.58609504977687,2.000041996294581,0.7774072747135041,0,0,0,60.0
CUST0001,T1,2025-12-29 11:02:55.727415,1.6820058697658138,223.0100315174088,1.7711772677662234,0.7825004091753879,0,0,0,60.0
CUST0001,T1,2025-12-29 11:17:55.727415,1.9926788524266728,206.92190866381785,2.0571446535974736,0.8099581129474828,0,0,0,60.0
CUST0001,T1,2025-12-29 11:32:55.727415,1.851491812312866,234.82740445045275,1.6028656397420875,0.9065807982862842,0,0,0,60.0
CUST0001,T1,2025-12-29 11:47:55.727415,2.038984468196454,221.38192727924928,2.17462573711208,0.9182334249916528,0,0,0,60.0
CUST0001,T1,2025-12-29 12:02:55.727415,1.9908318942927448,210.3800988891102,1.4203749332414626,0.832075481864541,0,0,0,60.0
CUST0001,T1,2025-12-29 12:17:55.727415,1.8816185868466613,223.45165672400253,1.7650136698434944,0.8150099068852109,0,0,0,60.0
CUST0001,T1,2025-12-29 12:32:55.727415,1.7268256257643553,216.6487603628686,2.501591286637001,0.8786618199998922,0,0,0,60.0
CUST0001,T1,2025-12-29 12:47:55.727415,1.593214924440863,212.1278058163936,1.8535021713513964,0.791455558970928,0,0,0,60.0
CUST0001,T1,2025-12-29 13:02:55.727415,1.806881378964632,216.4593697619018,2.1465407998514654,0.9460321074642724,0,0,0,60.0
CUST0001,T1,2025-12-29 13:17:55.727415,2.067464128242731,215.96294659226163,2.1686099230898632,0.838475222372967,0,0,0,60.0
CUST0001,T1,2025-12-29 13:32:55.727415,1.939003118204077,227.9050924506652,2.1170256510888343,0.8731354068828985,0,0,0,60.0
CUST0001,T1,2025-12-29 13:47:55.727415,1.6470366136356387,221.17667149823336,1.607440401727519,0.8934716112500487,0,0,1,60.0
CUST0001,T1,2025-12-29 14:02:55.727415,1.9308205545482728,229.74677971426013,1.262545740620386,0.9256799243028456,0,0,0,60.0
CUST0001,T1,2025-12-29 14:17:55.727415,1.973247845323804,213.068851301962,2.082077088729099,0.8946235356484846,0,0,0,60.0
CUST0001,T1,2025-12-29 14:32:55.727415,1.7194128821378096,226.3648908708254,1.894944691217576,0.9373217489555524,0,0,0,60.0
CUST0001,T1,2025-12-29 14:47:55.727415,1.9269293905671416,221.174234420741,1.979610245221581,0.7725293522040309,0,0,0,60.0
CUST0001,T1,2025-12-29 15:02:55.727415,1.9078261130672365,203.64857135167543,2.346227439985858,0.9014565500515122,0,0,0,60.0
CUST0001,T1,2025-12-29 15:17:55.727415,1.6675903098119116,229.25830810942173,1.8112261778330856,0.8147203340170166,0,0,0,60.0
